district,year,month,rainfall,season
Jogulamba Gadwal,2025.0,12.0,497.8,Rabi
Kamareddy,2025.0,1.0,0.0,Rabi
Kamareddy,2025.0,2.0,0.0,Rabi
Kamareddy,2025.0,3.0,0.0,Zaid
Kamareddy,2025.0,4.0,2.1,Zaid
Kamareddy,2025.0,5.0,27.0,Zaid
Kamareddy,2025.0,6.0,1876.3,Kharif
Kamareddy,2025.0,7.0,0.2,Kharif
Kamareddy,2025.0,8.0,3.2,Kharif
Kamareddy,2025.0,9.0,993.7,Kharif
Kamareddy,2025.0,10.0,413.7,Rabi
Kamareddy,2025.0,11.0,318.2,Rabi
Kamareddy,2025.0,12.0,34.0,Rabi
Karimnagar,2025.0,1.0,0.0,Rabi
Karimnagar,2025.0,2.0,0.0,Rabi
Karimnagar,2025.0,3.0,0.5,Zaid
Karimnagar,2025.0,4.0,0.0,Zaid
Karimnagar,2025.0,5.0,3.0,Zaid
Karimnagar,2025.0,6.0,1434.4,Kharif
Karimnagar,2025.0,7.0,0.0,Kharif
Karimnagar,2025.0,8.0,0.0,Kharif
Karimnagar,2025.0,9.0,27.3,Kharif
Karimnagar,2025.0,10.0,0.30000000000000004,Rabi
Karimnagar,2025.0,11.0,110.9,Rabi
Karimnagar,2025.0,12.0,16.1,Rabi
Khammam,2025.0,1.0,0.0,Rabi
Khammam,2025.0,2.0,0.0,Rabi
Khammam,2025.0,3.0,9.0,Zaid
Khammam,2025.0,4.0,10.3,Zaid
Khammam,2025.0,5.0,0.3,Zaid
Khammam,2025.0,6.0,1919.4,Kharif
Khammam,2025.0,7.0,0.0,Kharif
Khammam,2025.0,8.0,4.1,Kharif
Khammam,2025.0,9.0,56.1,Kharif
Khammam,2025.0,10.0,0.0,Rabi
Khammam,2025.0,11.0,480.1,Rabi
Khammam,2025.0,12.0,2.4,Rabi
Kumuram Bheem,2025.0,1.0,0.0,Rabi
Kumuram Bheem,2025.0,2.0,0.0,Rabi
Kumuram Bheem,2025.0,3.0,0.0,Zaid
Kumuram Bheem,2025.0,4.0,4.9,Zaid
Kumuram Bheem,2025.0,5.0,0.0,Zaid
Kumuram Bheem,2025.0,6.0,2748.1,Kharif
Kumuram Bheem,2025.0,7.0,0.0,Kharif
Kumuram Bheem,2025.0,8.0,3.2,Kharif
Kumuram Bheem,2025.0,9.0,106.6,Kharif
Kumuram Bheem,2025.0,10.0,58.9,Rabi
Kumuram Bheem,2025.0,11.0,224.2,Rabi
Kumuram Bheem,2025.0,12.0,51.199999999999996,Rabi
Mahabubabad,2025.0,1.0,0.0,Rabi
Mahabubabad,2025.0,2.0,11.100000000000001,Rabi
Mahabubabad,2025.0,3.0,0.0,Zaid
Mahabubabad,2025.0,4.0,19.7,Zaid
Mahabubabad,2025.0,5.0,2.7,Zaid
Mahabubabad,2025.0,6.0,1446.7,Kharif
Mahabubabad,2025.0,7.0,0.0,Kharif
Mahabubabad,2025.0,8.0,70.2,Kharif
Mahabubabad,2025.0,9.0,0.7,Kharif
Mahabubabad,2025.0,10.0,1.0,Rabi
Mahabubabad,2025.0,11.0,93.8,Rabi
Mahabubabad,2025.0,12.0,0.0,Rabi
Mahabubnagar,2025.0,1.0,0.0,Rabi
Mahabubnagar,2025.0,2.0,3.0,Rabi
Mahabubnagar,2025.0,3.0,75.89999999999999,Zaid
Mahabubnagar,2025.0,4.0,32.199999999999996,Zaid
Mahabubnagar,2025.0,5.0,16.8,Zaid
Mahabubnagar,2025.0,6.0,857.7,Kharif
Mahabubnagar,2025.0,7.0,0.0,Kharif
Mahabubnagar,2025.0,8.0,30.7,Kharif
Mahabubnagar,2025.0,9.0,19.1,Kharif
Mahabubnagar,2025.0,10.0,0.6,Rabi
Mahabubnagar,2025.0,11.0,4.8,Rabi
Mahabubnagar,2025.0,12.0,571.7,Rabi
Mancherial,2025.0,1.0,0.0,Rabi
Mancherial,2025.0,2.0,0.0,Rabi
Mancherial,2025.0,3.0,0.0,Zaid
Mancherial,2025.0,4.0,8.2,Zaid
Mancherial,2025.0,5.0,3.2,Zaid
Mancherial,2025.0,6.0,1395.3,Kharif
Mancherial,2025.0,7.0,0.0,Kharif
Mancherial,2025.0,8.0,0.0,Kharif
Mancherial,2025.0,9.0,138.7,Kharif
Mancherial,2025.0,10.0,35.3,Rabi
Mancherial,2025.0,11.0,109.8,Rabi
Mancherial,2025.0,12.0,32.8,Rabi
Medak,2025.0,1.0,2.5,Rabi
Medak,2025.0,2.0,26.4,Rabi
Medak,2025.0,3.0,5.800000000000001,Zaid
Medak,2025.0,4.0,8.3,Zaid
Medak,2025.0,5.0,2.0,Zaid
Medak,2025.0,6.0,1104.3,Kharif
Medak,2025.0,7.0,0.0,Kharif
Medak,2025.0,8.0,98.3,Kharif
Medak,2025.0,9.0,125.5,Kharif
Medak,2025.0,10.0,231.1,Rabi
Medak,2025.0,11.0,79.7,Rabi
Medak,2025.0,12.0,28.6,Rabi
Medchal-Malkajgiri,2025.0,1.0,0.0,Rabi
Medchal-Malkajgiri,2025.0,2.0,38.4,Rabi
Medchal-Malkajgiri,2025.0,3.0,18.5,Zaid
Medchal-Malkajgiri,2025.0,4.0,0.0,Zaid
Medchal-Malkajgiri,2025.0,5.0,2.2,Zaid
Medchal-Malkajgiri,2025.0,6.0,355.4,Kharif
Medchal-Malkajgiri,2025.0,7.0,0.2,Kharif
Medchal-Malkajgiri,2025.0,8.0,7.8999999999999995,Kharif
Medchal-Malkajgiri,2025.0,9.0,1.0,Kharif
Medchal-Malkajgiri,2025.0,10.0,0.0,Rabi
Medchal-Malkajgiri,2025.0,11.0,3.3,Rabi
Medchal-Malkajgiri,2025.0,12.0,16.4,Rabi
Mulugu,2025.0,1.0,0.0,Rabi
Mulugu,2025.0,2.0,0.0,Rabi
Mulugu,2025.0,3.0,0.4,Zaid
Mulugu,2025.0,4.0,2.1,Zaid
Mulugu,2025.0,5.0,15.6,Zaid
Mulugu,2025.0,6.0,1386.3,Kharif
Mulugu,2025.0,7.0,0.0,Kharif
Mulugu,2025.0,8.0,22.9,Kharif
Mulugu,2025.0,9.0,1.0,Kharif
Mulugu,2025.0,10.0,7.9,Rabi
Mulugu,2025.0,11.0,13.5,Rabi
Mulugu,2025.0,12.0,0.3,Rabi
Nagarkurnool,2025.0,1.0,0.0,Rabi
Nagarkurnool,2025.0,2.0,3.7,Rabi
Nagarkurnool,2025.0,3.0,8.3,Zaid
Nagarkurnool,2025.0,4.0,13.8,Zaid
Nagarkurnool,2025.0,5.0,1.2,Zaid
Nagarkurnool,2025.0,6.0,848.7,Kharif
Nagarkurnool,2025.0,7.0,0.0,Kharif
Nagarkurnool,2025.0,8.0,122.6,Kharif
Nagarkurnool,2025.0,9.0,101.8,Kharif
Nagarkurnool,2025.0,10.0,0.0,Rabi
Nagarkurnool,2025.0,11.0,43.3,Rabi
Nagarkurnool,2025.0,12.0,664.4,Rabi
Nalgonda,2025.0,1.0,0.8,Rabi
Nalgonda,2025.0,2.0,2.7,Rabi
Nalgonda,2025.0,3.0,5.8,Zaid
Nalgonda,2025.0,4.0,22.3,Zaid
Nalgonda,2025.0,5.0,0.5,Zaid
Nalgonda,2025.0,6.0,1193.8,Kharif
Nalgonda,2025.0,7.0,0.0,Kharif
Nalgonda,2025.0,8.0,88.89999999999999,Kharif
Nalgonda,2025.0,9.0,245.2,Kharif
Nalgonda,2025.0,10.0,0.0,Rabi
Nalgonda,2025.0,11.0,51.2,Rabi
Nalgonda,2025.0,12.0,391.8,Rabi
Narayanpet,2025.0,1.0,0.0,Rabi
Narayanpet,2025.0,2.0,0.5,Rabi
Narayanpet,2025.0,3.0,15.9,Zaid
Narayanpet,2025.0,4.0,11.899999999999999,Zaid
Narayanpet,2025.0,5.0,5.1,Zaid
Narayanpet,2025.0,6.0,342.8,Kharif
Narayanpet,2025.0,7.0,0.0,Kharif
Narayanpet,2025.0,8.0,100.0,Kharif
Narayanpet,2025.0,9.0,21.7,Kharif
Narayanpet,2025.0,10.0,0.6000000000000001,Rabi
Narayanpet,2025.0,11.0,0.7,Rabi
Narayanpet,2025.0,12.0,184.6,Rabi
Nirmal,2025.0,1.0,0.0,Rabi
Nirmal,2025.0,2.0,0.0,Rabi
Nirmal,2025.0,3.0,0.0,Zaid
Nirmal,2025.0,4.0,1.5,Zaid
Nirmal,2025.0,5.0,9.6,Zaid
Nirmal,2025.0,6.0,1550.3,Kharif
Nirmal,2025.0,7.0,14.4,Kharif
Nirmal,2025.0,8.0,0.5,Kharif
Nirmal,2025.0,9.0,131.5,Kharif
Nirmal,2025.0,10.0,561.1,Rabi
Nirmal,2025.0,11.0,334.2,Rabi
Nirmal,2025.0,12.0,83.10000000000001,Rabi
Nizamabad,2025.0,1.0,0.0,Rabi
Nizamabad,2025.0,2.0,0.0,Rabi
Nizamabad,2025.0,3.0,0.0,Zaid
Nizamabad,2025.0,4.0,0.0,Zaid
Nizamabad,2025.0,5.0,67.7,Zaid
Nizamabad,2025.0,6.0,2968.7,Kharif
Nizamabad,2025.0,7.0,0.0,Kharif
Nizamabad,2025.0,8.0,1.7,Kharif
Nizamabad,2025.0,9.0,804.7,Kharif
Nizamabad,2025.0,10.0,522.1,Rabi
Nizamabad,2025.0,11.0,579.6,Rabi
Nizamabad,2025.0,12.0,289.8,Rabi
Peddapalli,2025.0,1.0,0.0,Rabi
Peddapalli,2025.0,2.0,0.0,Rabi
Peddapalli,2025.0,3.0,0.0,Zaid
Peddapalli,2025.0,4.0,0.0,Zaid
Peddapalli,2025.0,5.0,4.800000000000001,Zaid
Peddapalli,2025.0,6.0,1021.9,Kharif
Peddapalli,2025.0,7.0,0.0,Kharif
Peddapalli,2025.0,8.0,8.2,Kharif
Peddapalli,2025.0,9.0,21.0,Kharif
Peddapalli,2025.0,10.0,12.700000000000001,Rabi
Peddapalli,2025.0,11.0,71.2,Rabi
Peddapalli,2025.0,12.0,16.7,Rabi
Rajanna Sircilla,2025.0,1.0,0.0,Rabi
Rajanna Sircilla,2025.0,2.0,0.0,Rabi
Rajanna Sircilla,2025.0,3.0,0.8,Zaid
Rajanna Sircilla,2025.0,4.0,0.0,Zaid
Rajanna Sircilla,2025.0,5.0,4.199999999999999,Zaid
Rajanna Sircilla,2025.0,6.0,823.1,Kharif
Rajanna Sircilla,2025.0,7.0,0.0,Kharif
Rajanna Sircilla,2025.0,8.0,0.2,Kharif
Rajanna Sircilla,2025.0,9.0,151.0,Kharif
Rajanna Sircilla,2025.0,10.0,50.2,Rabi
Rajanna Sircilla,2025.0,11.0,21.3,Rabi
Rajanna Sircilla,2025.0,12.0,47.3,Rabi
Rangareddy,2025.0,1.0,0.0,Rabi
Rangareddy,2025.0,2.0,76.0,Rabi
Rangareddy,2025.0,3.0,24.799999999999997,Zaid
Rangareddy,2025.0,4.0,1.3,Zaid
Rangareddy,2025.0,5.0,33.3,Zaid
Rangareddy,2025.0,6.0,1028.8,Kharif
Rangareddy,2025.0,7.0,9.9,Kharif
Rangareddy,2025.0,8.0,120.5,Kharif
Rangareddy,2025.0,9.0,46.0,Kharif
Rangareddy,2025.0,10.0,1.4000000000000001,Rabi
Rangareddy,2025.0,11.0,58.0,Rabi
Rangareddy,2025.0,12.0,593.2,Rabi
Sangareddy,2025.0,1.0,0.0,Rabi
Sangareddy,2025.0,2.0,34.8,Rabi
Sangareddy,2025.0,3.0,6.0,Zaid
Sangareddy,2025.0,4.0,0.0,Zaid
Sangareddy,2025.0,5.0,6.6,Zaid
Sangareddy,2025.0,6.0,594.4,Kharif
Sangareddy,2025.0,7.0,2.4,Kharif
Sangareddy,2025.0,8.0,107.89999999999999,Kharif
Sangareddy,2025.0,9.0,219.8,Kharif
Sangareddy,2025.0,10.0,287.0,Rabi
Sangareddy,2025.0,11.0,153.1,Rabi
Sangareddy,2025.0,12.0,84.7,Rabi
Siddipet,2025.0,1.0,0.0,Rabi
Siddipet,2025.0,2.0,46.3,Rabi
Siddipet,2025.0,3.0,11.8,Zaid
Siddipet,2025.0,4.0,10.899999999999999,Zaid
Siddipet,2025.0,5.0,15.9,Zaid
Siddipet,2025.0,6.0,2064.9,Kharif
Siddipet,2025.0,7.0,12.4,Kharif
Siddipet,2025.0,8.0,50.6,Kharif
Siddipet,2025.0,9.0,34.2,Kharif
Siddipet,2025.0,10.0,6.4,Rabi
Siddipet,2025.0,11.0,184.79999999999998,Rabi
Siddipet,2025.0,12.0,11.799999999999999,Rabi
Suryapet,2025.0,1.0,0.0,Rabi
Suryapet,2025.0,2.0,0.0,Rabi
Suryapet,2025.0,3.0,0.8,Zaid
Suryapet,2025.0,4.0,23.6,Zaid
Suryapet,2025.0,5.0,0.8,Zaid
Suryapet,2025.0,6.0,1059.0,Kharif
Suryapet,2025.0,7.0,0.0,Kharif
Suryapet,2025.0,8.0,22.5,Kharif
Suryapet,2025.0,9.0,54.1,Kharif
Suryapet,2025.0,10.0,0.0,Rabi
Suryapet,2025.0,11.0,62.8,Rabi
Suryapet,2025.0,12.0,0.7,Rabi
Vikarabad,2025.0,1.0,0.0,Rabi
Vikarabad,2025.0,2.0,28.2,Rabi
Vikarabad,2025.0,3.0,20.1,Zaid
Vikarabad,2025.0,4.0,7.5,Zaid
Vikarabad,2025.0,5.0,17.3,Zaid
Vikarabad,2025.0,6.0,925.3,Kharif
Vikarabad,2025.0,7.0,0.0,Kharif
Vikarabad,2025.0,8.0,62.5,Kharif
Vikarabad,2025.0,9.0,29.8,Kharif
Vikarabad,2025.0,10.0,61.8,Rabi
Vikarabad,2025.0,11.0,8.1,Rabi
Vikarabad,2025.0,12.0,510.0,Rabi
Wanaparthy,2025.0,1.0,0.0,Rabi
Wanaparthy,2025.0,2.0,8.5,Rabi
Wanaparthy,2025.0,3.0,13.399999999999999,Zaid
Wanaparthy,2025.0,4.0,0.0,Zaid
Wanaparthy,2025.0,5.0,0.5,Zaid
Wanaparthy,2025.0,6.0,695.5,Kharif
Wanaparthy,2025.0,7.0,0.0,Kharif
Wanaparthy,2025.0,8.0,56.6,Kharif
Wanaparthy,2025.0,9.0,42.0,Kharif
Wanaparthy,2025.0,10.0,0.0,Rabi
Wanaparthy,2025.0,11.0,14.899999999999999,Rabi
Wanaparthy,2025.0,12.0,552.6,Rabi
Warangal,2025.0,1.0,0.0,Rabi
Warangal,2025.0,2.0,0.0,Rabi
Warangal,2025.0,3.0,2.5,Zaid
Warangal,2025.0,4.0,4.2,Zaid
Warangal,2025.0,5.0,0.7,Zaid
Warangal,2025.0,6.0,1397.2,Kharif
Warangal,2025.0,7.0,1.0,Kharif
Warangal,2025.0,8.0,43.5,Kharif
Warangal,2025.0,9.0,0.2,Kharif
Warangal,2025.0,10.0,0.0,Rabi
Warangal,2025.0,11.0,32.8,Rabi
Warangal,2025.0,12.0,0.0,Rabi
Yadadri Bhuvanagiri,2025.0,1.0,0.0,Rabi
Yadadri Bhuvanagiri,2025.0,2.0,47.0,Rabi
Yadadri Bhuvanagiri,2025.0,3.0,14.1,Zaid
Yadadri Bhuvanagiri,2025.0,4.0,14.5,Zaid
Yadadri Bhuvanagiri,2025.0,5.0,0.6,Zaid
Yadadri Bhuvanagiri,2025.0,6.0,538.4,Kharif
Yadadri Bhuvanagiri,2025.0,7.0,26.400000000000002,Kharif
Yadadri Bhuvanagiri,2025.0,8.0,52.7,Kharif
Yadadri Bhuvanagiri,2025.0,9.0,6.8,Kharif
Yadadri Bhuvanagiri,2025.0,10.0,0.0,Rabi
Yadadri Bhuvanagiri,2025.0,11.0,207.9,Rabi
Yadadri Bhuvanagiri,2025.0,12.0,66.6,Rabi
Adilabad,2025.0,3.0,8.2,Zaid
Bhadradri Kothagudem,2025.0,3.0,15.100000000000001,Zaid
Hanumakonda,2025.0,3.0,51.7,Zaid
Hyderabad,2025.0,3.0,211.7,Zaid
Jagtial,2025.0,3.0,332.7,Zaid
Jangaon,2025.0,3.0,83.4,Zaid
Jayashankar,2025.0,3.0,23.8,Zaid
Jogulamba Gadwal,2025.0,3.0,1.5,Zaid
Kamareddy,2025.0,3.0,160.6,Zaid
Karimnagar,2025.0,3.0,165.3,Zaid
Khammam,2025.0,3.0,6.5,Zaid
Kumuram Bheem,2025.0,3.0,189.5,Zaid
Mahabubabad,2025.0,3.0,45.9,Zaid
Mahabubnagar,2025.0,3.0,89.4,Zaid
Mancherial,2025.0,3.0,281.0,Zaid
Medak,2025.0,3.0,346.5,Zaid
Medchal-Malkajgiri,2025.0,3.0,294.2,Zaid
Mulugu,2025.0,3.0,12.0,Zaid
Nagarkurnool,2025.0,3.0,23.400000000000002,Zaid
Nalgonda,2025.0,3.0,84.3,Zaid
Narayanpet,2025.0,3.0,49.4,Zaid
Nirmal,2025.0,3.0,92.7,Zaid
Nizamabad,2025.0,3.0,139.9,Zaid
Peddapalli,2025.0,3.0,215.1,Zaid
Rajanna Sircilla,2025.0,3.0,201.4,Zaid
Rangareddy,2025.0,3.0,239.3,Zaid
Sangareddy,2025.0,3.0,420.90000000000003,Zaid
Siddipet,2025.0,3.0,407.9,Zaid
Suryapet,2025.0,3.0,24.4,Zaid
Vikarabad,2025.0,3.0,255.6,Zaid
Wanaparthy,2025.0,3.0,32.8,Zaid
Warangal,2025.0,3.0,83.6,Zaid
Yadadri Bhuvanagiri,2025.0,3.0,157.4,Zaid
Adilabad,2024.0,5.0,525.8,Zaid
Bhadradri Kothagudem,2024.0,5.0,1914.9,Zaid
Hanumakonda,2024.0,5.0,1722.8,Zaid
Hyderabad,2024.0,5.0,1902.4,Zaid
Jagtial,2024.0,5.0,551.0,Zaid
Jangaon,2024.0,5.0,1194.5,Zaid
Jayashankar,2024.0,5.0,1096.6,Zaid
Jogulamba Gadwal,2024.0,5.0,1011.7,Zaid
Kamareddy,2024.0,5.0,1050.3,Zaid
Karimnagar,2024.0,5.0,781.2,Zaid
Khammam,2024.0,5.0,1495.3,Zaid
Kumuram Bheem,2024.0,5.0,1083.8,Zaid
Mahabubabad,2024.0,5.0,2022.6,Zaid
Mahabubnagar,2024.0,5.0,915.4,Zaid
Mancherial,2024.0,5.0,742.4,Zaid
Medak,2024.0,5.0,1206.4,Zaid
Medchal-Malkajgiri,2024.0,5.0,1560.3,Zaid
Mulugu,2024.0,5.0,820.6,Zaid
Nagarkurnool,2024.0,5.0,983.1,Zaid
Nalgonda,2024.0,5.0,2349.3,Zaid
Narayanpet,2024.0,5.0,845.4,Zaid
Nirmal,2024.0,5.0,601.0,Zaid
Nizamabad,2024.0,5.0,978.4,Zaid
Peddapalli,2024.0,5.0,685.3,Zaid
Rajanna Sircilla,2024.0,5.0,528.2,Zaid
Rangareddy,2024.0,5.0,1520.6,Zaid
Sangareddy,2024.0,5.0,1651.6,Zaid
Siddipet,2024.0,5.0,1775.3,Zaid
Suryapet,2024.0,5.0,1724.5,Zaid
Vikarabad,2024.0,5.0,676.6,Zaid
Wanaparthy,2024.0,5.0,797.5,Zaid
Warangal,2024.0,5.0,1691.0,Zaid
Yadadri Bhuvanagiri,2024.0,5.0,1434.0,Zaid
Adilabad,2025.0,1.0,0.3,Rabi
Adilabad,2025.0,2.0,3.0,Rabi
Adilabad,2025.0,4.0,0.6,Zaid
Adilabad,2025.0,5.0,2498.4,Zaid
Adilabad,2025.0,6.0,6.5,Kharif
Adilabad,2025.0,7.0,4.9,Kharif
Adilabad,2025.0,8.0,0.0,Kharif
Adilabad,2025.0,9.0,0.0,Kharif
Adilabad,2025.0,10.0,19.6,Rabi
Adilabad,2025.0,11.0,30.2,Rabi
Adilabad,2025.0,12.0,86.1,Rabi
Bhadradri Kothagudem,2025.0,1.0,280.1,Rabi
Bhadradri Kothagudem,2025.0,2.0,18.3,Rabi
Bhadradri Kothagudem,2025.0,3.0,0.0,Zaid
Bhadradri Kothagudem,2025.0,4.0,271.1,Zaid
Bhadradri Kothagudem,2025.0,5.0,2898.7,Zaid
Bhadradri Kothagudem,2025.0,6.0,5.4,Kharif
Bhadradri Kothagudem,2025.0,7.0,2.5,Kharif
Bhadradri Kothagudem,2025.0,8.0,21.2,Kharif
Bhadradri Kothagudem,2025.0,9.0,215.70000000000002,Kharif
Bhadradri Kothagudem,2025.0,10.0,11.5,Rabi
Bhadradri Kothagudem,2025.0,11.0,0.0,Rabi
Bhadradri Kothagudem,2025.0,12.0,0.3,Rabi
Hanumakonda,2025.0,1.0,9.9,Rabi
Hanumakonda,2025.0,3.0,0.0,Zaid
Hanumakonda,2025.0,4.0,0.0,Zaid
Hanumakonda,2025.0,5.0,1591.0,Zaid
Hanumakonda,2025.0,6.0,308.1,Kharif
Hanumakonda,2025.0,7.0,0.0,Kharif
Hanumakonda,2025.0,8.0,0.4,Kharif
Hanumakonda,2025.0,9.0,0.0,Kharif
Hanumakonda,2025.0,11.0,12.8,Rabi
Hyderabad,2025.0,2.0,4.4,Rabi
Hyderabad,2025.0,3.0,1.8,Zaid
Hyderabad,2025.0,4.0,24.5,Zaid
Hyderabad,2025.0,5.0,1352.9,Zaid
Hyderabad,2025.0,6.0,136.8,Kharif
Hyderabad,2025.0,7.0,83.3,Kharif
Hyderabad,2025.0,8.0,1.9,Kharif
Hyderabad,2025.0,9.0,0.30000000000000004,Kharif
Hyderabad,2025.0,10.0,173.6,Rabi
Hyderabad,2025.0,11.0,0.0,Rabi
Hyderabad,2025.0,12.0,5.9,Rabi
Jagtial,2025.0,5.0,3458.4,Zaid
Jagtial,2025.0,6.0,54.4,Kharif
Jagtial,2025.0,7.0,69.4,Kharif
Jagtial,2025.0,8.0,1.8,Kharif
Jagtial,2025.0,9.0,0.6,Kharif
Jagtial,2025.0,10.0,0.6,Rabi
Jagtial,2025.0,11.0,21.5,Rabi
Jagtial,2025.0,12.0,0.0,Rabi
Jangaon,2025.0,1.0,7.6,Rabi
Jangaon,2025.0,2.0,0.0,Rabi
Jangaon,2025.0,3.0,0.5,Zaid
Jangaon,2025.0,4.0,0.0,Zaid
Jangaon,2025.0,5.0,980.6,Zaid
Jangaon,2025.0,6.0,268.40000000000003,Kharif
Jangaon,2025.0,7.0,4.5,Kharif
Jangaon,2025.0,8.0,0.0,Kharif
Jangaon,2025.0,9.0,4.199999999999999,Kharif
Jangaon,2025.0,10.0,54.2,Rabi
Jangaon,2025.0,11.0,14.100000000000001,Rabi
Jayashankar,2025.0,1.0,55.8,Rabi
Jayashankar,2025.0,2.0,165.6,Rabi
Jayashankar,2025.0,3.0,0.0,Zaid
Jayashankar,2025.0,4.0,0.6,Zaid
Jayashankar,2025.0,5.0,915.9,Zaid
Jayashankar,2025.0,6.0,26.0,Kharif
Jayashankar,2025.0,7.0,6.5,Kharif
Jayashankar,2025.0,8.0,0.0,Kharif
Jayashankar,2025.0,9.0,16.6,Kharif
Jayashankar,2025.0,10.0,0.0,Rabi
Jayashankar,2025.0,11.0,0.0,Rabi
Jayashankar,2025.0,12.0,1.0,Rabi
Jogulamba Gadwal,2025.0,1.0,2.5,Rabi
Jogulamba Gadwal,2025.0,2.0,0.0,Rabi
Jogulamba Gadwal,2025.0,3.0,21.6,Zaid
Jogulamba Gadwal,2025.0,5.0,1381.0,Zaid
Jogulamba Gadwal,2025.0,6.0,0.0,Kharif
Jogulamba Gadwal,2025.0,7.0,4.699999999999999,Kharif
Jogulamba Gadwal,2025.0,8.0,0.8,Kharif
Jogulamba Gadwal,2025.0,9.0,0.0,Kharif
Jogulamba Gadwal,2025.0,11.0,0.0,Rabi
Jogulamba Gadwal,2025.0,12.0,0.0,Rabi
Kamareddy,2025.0,2.0,8.0,Rabi
Kamareddy,2025.0,3.0,0.3,Zaid
Kamareddy,2025.0,4.0,4.5,Zaid
Kamareddy,2025.0,5.0,4088.5,Zaid
Kamareddy,2025.0,6.0,96.8,Kharif
Kamareddy,2025.0,7.0,244.60000000000002,Kharif
Kamareddy,2025.0,8.0,22.7,Kharif
Kamareddy,2025.0,9.0,1.6,Kharif
Kamareddy,2025.0,10.0,5.5,Rabi
Kamareddy,2025.0,11.0,1.4,Rabi
Kamareddy,2025.0,12.0,27.1,Rabi
Karimnagar,2025.0,3.0,0.0,Zaid
Karimnagar,2025.0,5.0,1653.0,Zaid
Karimnagar,2025.0,6.0,117.8,Kharif
Karimnagar,2025.0,7.0,0.5,Kharif
Karimnagar,2025.0,8.0,36.7,Kharif
Karimnagar,2025.0,9.0,0.7,Kharif
Karimnagar,2025.0,10.0,0.2,Rabi
Karimnagar,2025.0,11.0,35.2,Rabi
Karimnagar,2025.0,12.0,0.1,Rabi
Khammam,2025.0,1.0,107.7,Rabi
Khammam,2025.0,2.0,60.2,Rabi
Khammam,2025.0,3.0,0.8,Zaid
Khammam,2025.0,4.0,19.299999999999997,Zaid
Khammam,2025.0,5.0,2308.8,Zaid
Khammam,2025.0,6.0,0.0,Kharif
Khammam,2025.0,7.0,112.9,Kharif
Khammam,2025.0,8.0,2.9,Kharif
Khammam,2025.0,9.0,98.2,Kharif
Khammam,2025.0,10.0,1.1,Rabi
Khammam,2025.0,11.0,0.0,Rabi
Khammam,2025.0,12.0,0.0,Rabi
Kumuram Bheem,2025.0,1.0,0.2,Rabi
Kumuram Bheem,2025.0,2.0,10.2,Rabi
Kumuram Bheem,2025.0,3.0,13.100000000000001,Zaid
Kumuram Bheem,2025.0,4.0,15.799999999999999,Zaid
Kumuram Bheem,2025.0,5.0,1928.1,Zaid
Kumuram Bheem,2025.0,6.0,39.7,Kharif
Kumuram Bheem,2025.0,7.0,43.3,Kharif
Kumuram Bheem,2025.0,8.0,0.0,Kharif
Kumuram Bheem,2025.0,9.0,0.0,Kharif
Kumuram Bheem,2025.0,10.0,0.0,Rabi
Kumuram Bheem,2025.0,11.0,9.600000000000001,Rabi
Kumuram Bheem,2025.0,12.0,20.7,Rabi
Mahabubabad,2025.0,1.0,29.8,Rabi
Mahabubabad,2025.0,2.0,209.5,Rabi
Mahabubabad,2025.0,3.0,0.4,Zaid
Mahabubabad,2025.0,4.0,0.0,Zaid
Mahabubabad,2025.0,5.0,2202.2,Zaid
Mahabubabad,2025.0,6.0,71.2,Kharif
Mahabubabad,2025.0,7.0,6.0,Kharif
Mahabubabad,2025.0,8.0,0.0,Kharif
Mahabubabad,2025.0,9.0,96.60000000000001,Kharif
Mahabubabad,2025.0,10.0,0.0,Rabi
Mahabubabad,2025.0,11.0,4.8,Rabi
Mahabubnagar,2025.0,1.0,0.3,Rabi
Mahabubnagar,2025.0,2.0,9.9,Rabi
Mahabubnagar,2025.0,3.0,56.6,Zaid
Mahabubnagar,2025.0,4.0,3.1,Zaid
Mahabubnagar,2025.0,5.0,1912.0,Zaid
Mahabubnagar,2025.0,6.0,0.0,Kharif
Mahabubnagar,2025.0,7.0,8.9,Kharif
Mahabubnagar,2025.0,8.0,0.0,Kharif
Mahabubnagar,2025.0,9.0,0.0,Kharif
Mahabubnagar,2025.0,10.0,0.0,Rabi
Mahabubnagar,2025.0,11.0,0.0,Rabi
Mahabubnagar,2025.0,12.0,15.399999999999999,Rabi
Mancherial,2025.0,1.0,30.1,Rabi
Mancherial,2025.0,2.0,92.80000000000001,Rabi
Mancherial,2025.0,4.0,0.0,Zaid
Mancherial,2025.0,5.0,2385.2,Zaid
Mancherial,2025.0,6.0,0.0,Kharif
Mancherial,2025.0,7.0,175.1,Kharif
Mancherial,2025.0,8.0,0.5,Kharif
Mancherial,2025.0,9.0,0.0,Kharif
Mancherial,2025.0,10.0,0.0,Rabi
Mancherial,2025.0,11.0,0.0,Rabi
Mancherial,2025.0,12.0,0.4,Rabi
Medak,2025.0,1.0,0.0,Rabi
Medak,2025.0,2.0,13.2,Rabi
Medak,2025.0,3.0,3.8,Zaid
Medak,2025.0,4.0,0.0,Zaid
Medak,2025.0,5.0,3015.9,Zaid
Medak,2025.0,6.0,48.599999999999994,Kharif
Medak,2025.0,7.0,23.1,Kharif
